window,pattern,actual,naive_last,ARIMA,LSTM,XGBoost,Dynamic (FAP-Scale),Oracle routing,routed_to
2,periodic,14.00525281928809,14.364583889349671,14.310318815734771,12.166205678350204,14.518827438354492,14.310318815734771,14.310318815734771,ARIMA
2,periodic,14.913079029470271,14.00525281928809,14.384155208005826,11.694770922117556,14.387378692626953,14.384155208005826,14.384155208005826,ARIMA
2,periodic,15.023203072046076,14.913079029470271,14.776708927648448,12.322518222802234,14.68736457824707,14.776708927648448,14.776708927648448,ARIMA
2,periodic,14.386703562346309,15.023203072046076,14.925391566119051,12.405471301145866,15.120715141296387,14.925391566119051,14.925391566119051,ARIMA
2,periodic,15.203122694920264,14.386703562346309,14.871929244181423,11.913902877479535,15.151988983154297,14.871929244181423,14.871929244181423,ARIMA
2,periodic,14.929486927398486,15.203122694920264,15.076217749735477,12.590934771474853,15.084440231323242,15.076217749735477,15.076217749735477,ARIMA
2,periodic,15.862448338684162,14.929486927398486,15.103841625846178,12.424646751455978,15.299830436706543,15.103841625846178,15.103841625846178,ARIMA
2,periodic,14.727175195776645,15.862448338684162,15.246248702914817,13.164709350775365,15.348801612854004,15.246248702914817,15.246248702914817,ARIMA
3,bursty,19.219870936976502,40.92445965797161,34.85035599005528,20.49360100350286,17.621850967407227,20.49360100350286,20.49360100350286,LSTM
3,bursty,17.904080303927522,19.219870936976502,29.573142783439607,14.665147546147173,17.324539184570312,14.665147546147173,14.665147546147173,LSTM
3,bursty,19.225221433628413,17.904080303927522,22.385677383082623,16.853630536401717,16.962080001831055,16.853630536401717,16.853630536401717,LSTM
3,bursty,16.738850081443083,19.225221433628413,22.063673917190602,17.929995937265943,16.14441680908203,17.929995937265943,17.929995937265943,LSTM
3,bursty,19.738430066501937,16.738850081443083,17.95326577833869,17.609532800271637,16.32951545715332,17.609532800271637,17.609532800271637,LSTM
3,bursty,17.200031394949445,19.738430066501937,22.37673862382391,18.606188409243583,17.738914489746094,18.606188409243583,18.606188409243583,LSTM
3,bursty,16.148376995670365,17.200031394949445,18.17683698985339,17.920030237562692,17.605459213256836,17.920030237562692,17.920030237562692,LSTM
3,bursty,19.689265417101925,16.148376995670365,20.52736558175361,17.416165434603894,17.240367889404297,17.416165434603894,17.416165434603894,LSTM
3,bursty,21.013580581335187,19.689265417101925,19.905699261202606,18.495816279799012,17.59788703918457,18.495816279799012,18.495816279799012,LSTM
3,bursty,65.15735509978029,21.013580581335187,22.49564356940126,19.277127634217567,18.989044189453125,19.277127634217567,19.277127634217567,LSTM
3,bursty,56.03205763033151,65.15735509978029,44.11583052106637,45.5514034365819,47.449581146240234,45.5514034365819,45.5514034365819,LSTM
3,bursty,49.68982888123964,56.03205763033151,36.54862624837598,42.09511088731362,39.21127700805664,42.09511088731362,42.09511088731362,LSTM
4,hybrid,12.106838988335506,10.623163626614263,11.2310703782881,11.771055234826793,11.46357250213623,11.46357250213623,11.46357250213623,XGBoost
4,hybrid,24.750587518727336,12.106838988335506,12.479187136373094,12.357242381087712,13.032711029052734,13.032711029052734,13.032711029052734,XGBoost
4,hybrid,17.719705443526713,24.750587518727336,16.232329574673074,18.639527875150026,13.807440757751465,13.807440757751465,13.807440757751465,XGBoost
4,hybrid,13.709608268111007,17.719705443526713,15.267770044558095,14.949525902013042,12.435321807861328,12.435321807861328,12.435321807861328,XGBoost
4,hybrid,13.576763320627538,13.709608268111007,14.718852547902443,12.8990369682389,14.355480194091797,14.355480194091797,14.355480194091797,XGBoost
4,hybrid,15.12027539681755,13.576763320627538,15.369531909849044,12.866922090705453,15.476889610290527,15.476889610290527,15.476889610290527,XGBoost
4,hybrid,16.65139721117648,15.12027539681755,16.557922715546294,13.612946644981193,14.287043571472168,14.287043571472168,14.287043571472168,XGBoost
4,hybrid,16.808819573626593,16.65139721117648,17.95844084808039,14.538685743356611,16.39362907409668,16.39362907409668,16.39362907409668,XGBoost
4,hybrid,17.275061859090332,16.808819573626593,18.847123488695217,14.791995894943605,19.555753707885742,19.555753707885742,19.555753707885742,XGBoost
4,hybrid,17.547993391474044,17.275061859090332,19.547665779799345,15.028601517995725,17.129467010498047,17.129467010498047,17.129467010498047,XGBoost
4,hybrid,18.5959870236136,17.547993391474044,19.606973322232317,15.155006804389476,17.855758666992188,17.855758666992188,17.855758666992188,XGBoost
4,hybrid,16.625869362159506,18.5959870236136,19.317482658898555,15.703015503030555,17.09724235534668,17.09724235534668,17.09724235534668,XGBoost
5,periodic,8.767592281278109,10.676569819675514,9.148258216142533,12.503235286155327,9.265035629272461,9.148258216142533,9.148258216142533,ARIMA
5,periodic,8.936048727974846,8.767592281278109,8.074258027358724,12.0390354046796,8.15164852142334,8.074258027358724,8.074258027358724,ARIMA
5,periodic,9.341419606503147,8.936048727974846,8.801905859112976,11.840334266235743,8.665254592895508,8.801905859112976,8.801905859112976,ARIMA
5,periodic,12.652660324830721,9.341419606503147,12.593366723156366,11.787987372930218,12.572877883911133,12.593366723156366,12.593366723156366,ARIMA
5,periodic,17.39201656249162,12.652660324830721,17.336946973784183,12.531422533489895,17.43437385559082,17.336946973784183,17.336946973784183,ARIMA
5,periodic,21.24119224437335,17.39201656249162,21.445463717786303,14.823421366317246,21.47562599182129,21.445463717786303,21.445463717786303,ARIMA
5,periodic,21.24596520316444,21.24119224437335,22.344806196636068,18.1195385095246,22.72677993774414,22.344806196636068,22.344806196636068,ARIMA
5,periodic,20.083231735169683,21.24596520316444,20.536556359649186,18.008244900343403,20.970081329345703,20.536556359649186,20.536556359649186,ARIMA
5,periodic,17.681252252282803,20.083231735169683,17.011924204516042,16.14624892398412,17.09821319580078,17.011924204516042,17.011924204516042,ARIMA
5,periodic,15.093111824968947,17.681252252282803,14.513202374651534,14.200866187783738,14.375765800476074,14.513202374651534,14.513202374651534,ARIMA
5,periodic,13.293578111427763,15.093111824968947,12.530275770267862,13.435923516265364,12.351569175720215,12.530275770267862,12.530275770267862,ARIMA
5,periodic,10.131677786241205,13.293578111427763,11.042431073809027,13.181087005872111,10.661395072937012,11.042431073809027,11.042431073809027,ARIMA
6,periodic,17.67066968549884,18.989528451291957,17.988814474852003,18.43408807537788,18.0814151763916,17.988814474852003,17.988814474852003,ARIMA
6,periodic,15.541807635311617,17.67066968549884,16.519488319639734,18.00268149287053,16.581829071044922,16.519488319639734,16.519488319639734,ARIMA
6,periodic,15.519993170514306,15.541807635311617,14.850490075019001,17.38878073264226,16.264911651611328,14.850490075019001,14.850490075019001,ARIMA
6,periodic,13.718843421732249,15.519993170514306,13.158645112712566,17.2406083589993,13.17434024810791,13.158645112712566,13.158645112712566,ARIMA
6,periodic,11.168875840159485,13.718843421732249,11.817018695340785,16.782369067595393,11.43539047241211,11.817018695340785,11.817018695340785,ARIMA
6,periodic,10.655292290934627,11.168875840159485,10.986659060692514,16.125556166875782,11.60562515258789,10.986659060692514,10.986659060692514,ARIMA
6,periodic,9.72640721058642,10.655292290934627,10.565765731338583,15.658062739411303,10.63161563873291,10.565765731338583,10.565765731338583,ARIMA
6,periodic,11.048087377554996,9.72640721058642,11.033292553227211,15.208637257223714,10.838327407836914,11.033292553227211,11.033292553227211,ARIMA
6,periodic,12.558993205261423,11.048087377554996,12.047361713326573,15.042306184562516,11.724655151367188,12.047361713326573,12.047361713326573,ARIMA
6,periodic,14.030515353553499,12.558993205261423,13.877526483143566,15.175901306273193,13.903785705566406,13.877526483143566,13.877526483143566,ARIMA
6,periodic,16.27110437187798,14.030515353553499,16.188589857188163,15.536955818697225,16.641897201538086,16.188589857188163,16.188589857188163,ARIMA
6,periodic,18.88343275310619,16.27110437187798,18.674920774383708,16.28120310396344,17.93787956237793,18.674920774383708,18.674920774383708,ARIMA
7,bursty,13.670104684574355,22.844634018142198,17.792712665467278,18.28557449930907,13.879887580871582,18.28557449930907,18.28557449930907,LSTM
7,bursty,13.128634361646498,13.670104684574355,17.797282710013473,14.521634470672327,13.114806175231934,14.521634470672327,14.521634470672327,LSTM
7,bursty,12.402038889826782,13.128634361646498,14.535353354334223,14.236014027199081,14.589585304260254,14.236014027199081,14.236014027199081,LSTM
7,bursty,12.603229534935949,12.402038889826782,17.3392358252403,14.083975226983696,12.992513656616211,14.083975226983696,14.083975226983696,LSTM
7,bursty,12.725034674141988,12.603229534935949,15.634159937871932,14.187351176364123,12.14673137664795,14.187351176364123,14.187351176364123,LSTM
7,bursty,12.024318610249226,12.725034674141988,16.349385874052086,14.281652835248785,14.048081398010254,14.281652835248785,14.281652835248785,LSTM
7,bursty,10.623741472354546,12.024318610249226,15.289580869660401,14.107322717400436,12.37572956085205,14.107322717400436,14.107322717400436,LSTM
7,bursty,11.780109533182577,10.623741472354546,15.131346732918175,13.652384407827178,13.616694450378418,13.652384407827178,13.652384407827178,LSTM
7,bursty,11.680270910761879,11.780109533182577,15.460340033260163,13.784983835278826,12.552738189697266,13.784983835278826,13.784983835278826,LSTM
7,bursty,11.531336640659081,11.680270910761879,15.394948107833759,13.783629559252052,13.92481517791748,13.783629559252052,13.783629559252052,LSTM
7,bursty,10.943305283107552,11.531336640659081,15.276191108323076,13.716633447329237,16.493091583251953,13.716633447329237,13.716633447329237,LSTM
7,bursty,10.726634120327116,10.943305283107552,14.88266899590716,13.505865178876416,11.30717945098877,13.505865178876416,13.505865178876416,LSTM
8,hybrid,9.986517400484804,10.536057873070085,9.534648398304702,12.52883175466277,10.621641159057617,10.621641159057617,10.621641159057617,XGBoost
8,hybrid,9.524135324503964,9.986517400484804,9.888848395625761,12.332274016005732,10.314837455749512,10.314837455749512,10.314837455749512,XGBoost
8,hybrid,9.859199168874909,9.524135324503964,10.419298788401592,12.13002571960866,10.354737281799316,10.354737281799316,10.354737281799316,XGBoost
8,hybrid,10.307869271472468,9.859199168874909,11.32360574813043,12.079518471079883,11.490978240966797,11.490978240966797,11.490978240966797,XGBoost
8,hybrid,11.489013029753476,10.307869271472468,12.45756827077681,12.128447934192398,12.074300765991211,12.074300765991211,12.074300765991211,XGBoost
8,hybrid,13.800370418139776,11.489013029753476,14.268152702063448,12.419924156737011,13.359529495239258,13.359529495239258,13.359529495239258,XGBoost
8,hybrid,15.46959611074938,13.800370418139776,16.299719584276804,13.240683412929881,17.137739181518555,17.137739181518555,17.137739181518555,XGBoost
8,hybrid,19.197191642677662,15.46959611074938,18.399981517026106,14.15902281942517,18.885398864746094,18.885398864746094,18.885398864746094,XGBoost
8,hybrid,19.23157569274377,19.197191642677662,19.67295395526843,16.30258288209332,20.620161056518555,20.620161056518555,20.620161056518555,XGBoost
8,hybrid,19.576806627627956,19.23157569274377,19.81848534485697,16.43221390232834,19.322402954101562,19.322402954101562,19.322402954101562,XGBoost
8,hybrid,18.730774135631354,19.576806627627956,18.35151656642683,16.333169408132704,18.179794311523438,18.179794311523438,18.179794311523438,XGBoost
8,hybrid,15.229188565069332,18.730774135631354,16.125294802115214,15.512879887546488,15.869465827941895,15.869465827941895,15.869465827941895,XGBoost
9,bursty,10.892420824609768,9.408803926334137,9.820462056233215,11.29458135507766,9.080096244812012,11.29458135507766,11.29458135507766,LSTM
9,bursty,9.55706968698114,10.892420824609768,14.045120596300585,11.725398504628807,9.776716232299805,11.725398504628807,11.725398504628807,LSTM
9,bursty,10.913623536902389,9.55706968698114,10.0425377224501,11.454981431111532,9.586403846740723,11.454981431111532,11.454981431111532,LSTM
9,bursty,10.670141987011894,10.913623536902389,9.573080597970575,11.754711267238983,11.615181922912598,11.754711267238983,11.754711267238983,LSTM
9,bursty,10.047321903376712,10.670141987011894,12.426647733731798,11.764868601648999,11.172455787658691,11.764868601648999,11.764868601648999,LSTM
9,bursty,10.663321197925832,10.047321903376712,9.941205391004338,11.577774764490131,13.251008033752441,11.577774764490131,11.577774764490131,LSTM
9,bursty,10.521830265127145,10.663321197925832,13.624519965135399,11.708409777357302,10.108407020568848,11.708409777357302,11.708409777357302,LSTM
9,bursty,12.045870189860171,10.521830265127145,10.529038868171597,11.705633513018267,11.003814697265625,11.705633513018267,11.705633513018267,LSTM
9,bursty,10.724777123009341,12.045870189860171,10.036574428293289,12.188335642516302,10.600489616394043,12.188335642516302,12.188335642516302,LSTM
9,bursty,11.116663356115575,10.724777123009341,12.229319584658588,11.895865261126733,12.082254409790039,11.895865261126733,11.895865261126733,LSTM
9,bursty,10.589761407298388,11.116663356115575,10.377538593823925,11.947149147988739,10.80014419555664,11.947149147988739,11.947149147988739,LSTM
9,bursty,10.85827848008273,10.589761407298388,13.395486441299152,11.803690807513469,10.658175468444824,11.803690807513469,11.803690807513469,LSTM
10,hybrid,7.205492951698208,8.423953304600738,8.625734334527108,7.873847535588986,6.309100151062012,6.309100151062012,6.309100151062012,XGBoost
10,hybrid,6.370480936207884,7.205492951698208,7.891017087497062,7.618706544963009,6.443589687347412,6.443589687347412,6.443589687347412,XGBoost
10,hybrid,5.333939550986508,6.370480936207884,7.36548324620879,7.337459929765565,6.465354919433594,6.465354919433594,6.465354919433594,XGBoost
10,hybrid,5.214430234252775,5.333939550986508,6.5606982567592045,6.988261229365891,5.579961776733398,5.579961776733398,5.579961776733398,XGBoost
10,hybrid,5.965434217786348,5.214430234252775,5.744998699197049,6.8325918560248216,4.969242572784424,4.969242572784424,4.969242572784424,XGBoost
10,hybrid,4.730409925187475,5.965434217786348,5.724807967989069,6.939244966774262,4.777283668518066,4.777283668518066,4.777283668518066,XGBoost
10,hybrid,4.115373599692236,4.730409925187475,4.86269381671206,6.679728985203609,4.513638019561768,4.513638019561768,4.513638019561768,XGBoost
10,hybrid,4.530108585888594,4.115373599692236,4.454362955837253,6.435509955795336,4.636707782745361,4.636707782745361,4.636707782745361,XGBoost
10,hybrid,4.939388225773845,4.530108585888594,4.939521059725958,6.389381621426425,4.846243858337402,4.846243858337402,4.846243858337402,XGBoost
10,hybrid,6.16873777595632,4.939388225773845,5.680699498927117,6.444576416292085,5.6562628746032715,5.6562628746032715,5.6562628746032715,XGBoost
10,hybrid,7.262314189381997,6.16873777595632,7.145237065968007,6.758215092273729,6.871964454650879,6.871964454650879,6.871964454650879,XGBoost
10,hybrid,7.553531330405032,7.262314189381997,8.672124148892411,7.208489261614346,8.292486190795898,8.292486190795898,8.292486190795898,XGBoost
11,hybrid,20.41828672536229,20.533126617553194,23.84006926277854,17.741020033724638,21.749858856201172,21.749858856201172,21.749858856201172,XGBoost
11,hybrid,20.621701093943994,20.41828672536229,26.592739144219045,17.877122213992898,33.83968734741211,33.83968734741211,33.83968734741211,XGBoost
11,hybrid,21.69842273132913,20.621701093943994,25.12001384773206,18.01153071384335,21.492815017700195,21.492815017700195,21.492815017700195,XGBoost
11,hybrid,21.03731056833579,21.69842273132913,26.131805375722347,18.56830911042725,22.809720993041992,22.809720993041992,22.809720993041992,XGBoost
11,hybrid,23.98805441618589,21.03731056833579,22.225302022757404,18.36315200665531,21.04097557067871,21.04097557067871,21.04097557067871,XGBoost
11,hybrid,24.238247003320588,23.98805441618589,24.24371091333832,19.82643169053034,23.433155059814453,24.24371091333832,23.433155059814453,ARIMA
11,hybrid,23.720780743877363,24.238247003320588,20.80771298183922,20.134220666495793,23.567045211791992,20.80771298183922,23.567045211791992,ARIMA
11,hybrid,22.876828281037206,23.720780743877363,21.909320790741244,19.81998996095839,23.616605758666992,21.909320790741244,23.616605758666992,ARIMA
11,hybrid,21.229758115627188,22.876828281037206,18.38558496678998,19.34275088441816,22.982097625732422,18.38558496678998,22.982097625732422,ARIMA
11,hybrid,22.021632018374717,21.229758115627188,18.87036049232556,18.596957886125438,19.300020217895508,18.87036049232556,19.300020217895508,ARIMA
11,hybrid,19.06505289333798,22.021632018374717,17.69537734421568,19.017059986595314,17.810684204101562,17.69537734421568,17.810684204101562,ARIMA
11,hybrid,15.83291968334371,19.06505289333798,16.259526144811836,17.91000058963977,15.766053199768066,15.766053199768066,15.766053199768066,XGBoost
12,periodic,5.0093642426828495,3.7195785654814024,4.357936097740663,9.798064221620947,4.6462883949279785,4.357936097740663,4.357936097740663,ARIMA
12,periodic,5.42544082656239,5.0093642426828495,5.536549660665416,9.500728082850241,4.435313701629639,5.536549660665416,5.536549660665416,ARIMA
12,periodic,5.268271248036453,5.42544082656239,6.612219084300696,9.363732443976893,4.796846389770508,6.612219084300696,6.612219084300696,ARIMA
12,periodic,6.731067867312051,5.268271248036453,6.84936710877177,9.209229239005174,5.581826210021973,6.84936710877177,6.84936710877177,ARIMA
12,periodic,8.553617993335804,6.731067867312051,8.587497081424164,9.304450833344475,8.486991882324219,8.587497081424164,8.587497081424164,ARIMA
12,periodic,9.735839973980823,8.553617993335804,10.489435326286248,9.726332538132752,8.227356910705566,10.489435326286248,10.489435326286248,ARIMA
12,periodic,12.339712087436137,9.735839973980823,12.243752999365523,10.222413068058433,12.17873477935791,12.243752999365523,12.243752999365523,ARIMA
12,periodic,13.673816975700783,12.339712087436137,14.00162030922705,11.263245320476889,14.107413291931152,14.00162030922705,14.00162030922705,ARIMA
12,periodic,15.525657292970802,13.673816975700783,15.321418228795954,12.120783552985756,15.764044761657715,15.321418228795954,15.321418228795954,ARIMA
12,periodic,17.783177828042156,15.525657292970802,16.49268827247774,13.175253932555046,16.850954055786133,16.49268827247774,16.49268827247774,ARIMA
12,periodic,17.490700594345725,17.783177828042156,17.379324352555265,14.610714937559656,17.51030921936035,17.379324352555265,17.379324352555265,ARIMA
12,periodic,17.814735792441727,17.490700594345725,17.855774451327107,14.212259426954036,18.315580368041992,17.855774451327107,17.855774451327107,ARIMA
13,hybrid,24.320131793250095,36.21537886779028,36.270542563372196,27.257977514245425,21.230318069458008,21.230318069458008,21.230318069458008,XGBoost
13,hybrid,9.772479551254584,24.320131793250095,22.416326006890873,19.505903089244192,21.600357055664062,21.600357055664062,21.600357055664062,XGBoost
13,hybrid,11.148006422038126,9.772479551254584,12.275862687499622,16.05213618762091,31.506330490112305,31.506330490112305,31.506330490112305,XGBoost
13,hybrid,9.963166584083611,11.148006422038126,15.431236915349578,16.08098625665392,20.26105308532715,20.26105308532715,20.26105308532715,XGBoost
13,hybrid,10.331015175656802,9.963166584083611,17.31464587754769,15.675201151289816,15.204567909240723,15.204567909240723,15.204567909240723,XGBoost
13,hybrid,11.851472781715007,10.331015175656802,14.237402902877397,15.498113387936678,10.240180015563965,10.240180015563965,10.240180015563965,XGBoost
13,hybrid,13.356508764557677,11.851472781715007,18.16928949554422,15.617065605316531,11.43552017211914,11.43552017211914,11.43552017211914,XGBoost
13,hybrid,12.85746055280501,13.356508764557677,15.649430607238777,15.956698161237197,12.970874786376953,12.970874786376953,12.970874786376953,XGBoost
13,hybrid,16.376478088284742,12.85746055280501,18.671515048235754,15.91485564676353,17.388887405395508,17.388887405395508,17.388887405395508,XGBoost
13,hybrid,14.679741159147323,16.376478088284742,17.045948898396745,16.775344934683375,16.61102867126465,16.61102867126465,16.61102867126465,XGBoost
13,hybrid,16.33890118097014,14.679741159147323,18.467792185096993,16.544608342438778,15.994678497314453,15.994678497314453,15.994678497314453,XGBoost
13,hybrid,15.395289902651516,16.33890118097014,16.88728858825584,16.938276223950684,16.408451080322266,16.408451080322266,16.408451080322266,XGBoost
14,bursty,19.235338838804992,16.26384347538296,15.104289771772006,20.180560264496552,21.629568099975586,20.180560264496552,20.180560264496552,LSTM
14,bursty,18.208921807421813,19.235338838804992,19.76606762427143,20.80177756048633,24.493343353271484,20.80177756048633,20.80177756048633,LSTM
14,bursty,18.199870663121537,18.208921807421813,24.796417083830303,20.67259242025637,20.314729690551758,20.67259242025637,20.67259242025637,LSTM
14,bursty,18.34466896645164,18.199870663121537,27.7082366010397,20.588538348397982,31.733287811279297,20.588538348397982,20.588538348397982,LSTM
14,bursty,17.894777272870268,18.34466896645164,29.195697584101282,20.571946081376836,22.030136108398438,20.571946081376836,20.571946081376836,LSTM
14,bursty,18.72452602200902,17.894777272870268,24.222796391697766,20.417753382917763,30.098020553588867,20.417753382917763,20.417753382917763,LSTM
14,bursty,19.90130830575781,18.72452602200902,22.186997635042538,20.599638009434056,22.916500091552734,20.599638009434056,20.599638009434056,LSTM
14,bursty,19.80574418953542,19.90130830575781,21.639991331700994,21.007815575232105,22.730972290039062,21.007815575232105,21.007815575232105,LSTM
14,bursty,18.863334855686805,19.80574418953542,20.514935095011253,21.087469387611918,17.019535064697266,21.087469387611918,21.087469387611918,LSTM
14,bursty,18.347215882556,18.863334855686805,18.932526797591834,20.80886749970792,17.63346290588379,20.80886749970792,20.80886749970792,LSTM
14,bursty,19.857743111643583,18.347215882556,16.927262562069217,20.579806956761335,16.768508911132812,20.579806956761335,20.579806956761335,LSTM
14,bursty,16.38082625287978,19.857743111643583,16.42626262029667,20.977400578469023,18.490131378173828,20.977400578469023,20.977400578469023,LSTM
15,bursty,16.75436308201954,16.522024695607993,18.620120485864234,17.743619623801283,20.60870361328125,17.743619623801283,17.743619623801283,LSTM
15,bursty,16.513447135502272,16.75436308201954,18.87879664882863,17.727048819392717,18.59229850769043,17.727048819392717,17.727048819392717,LSTM
15,bursty,17.337609218212066,16.513447135502272,18.703298757081765,17.65495931406375,18.112512588500977,17.65495931406375,17.65495931406375,LSTM
15,bursty,15.57158965457482,17.337609218212066,19.225414852480736,17.915737193357558,17.130474090576172,17.915737193357558,17.915737193357558,LSTM
15,bursty,16.792597478274732,15.57158965457482,17.149602766278665,17.432528729993322,29.784656524658203,17.432528729993322,17.432528729993322,LSTM
15,bursty,15.642436510656898,16.792597478274732,18.777184016164423,17.696147637669284,17.061609268188477,17.696147637669284,17.696147637669284,LSTM
15,bursty,71.37596669189037,15.642436510656898,19.431724530719517,17.4175535256304,16.228031158447266,17.4175535256304,17.4175535256304,LSTM
15,bursty,56.83555696037122,71.37596669189037,46.596052023616394,46.536240875975096,53.203983306884766,46.536240875975096,46.536240875975096,LSTM
15,bursty,48.38051743222999,56.83555696037122,46.77776699597467,42.82008805802933,38.5419921875,42.82008805802933,42.82008805802933,LSTM
15,bursty,38.13417221120177,48.38051743222999,37.42035915377326,33.75503969205814,29.306365966796875,33.75503969205814,33.75503969205814,LSTM
15,bursty,17.81109084001965,38.13417221120177,35.45071071419875,20.544049487407353,15.26749324798584,20.544049487407353,20.544049487407353,LSTM
15,bursty,15.870267508307652,17.81109084001965,19.352628131369297,14.72742535147902,19.895353317260742,14.72742535147902,14.72742535147902,LSTM
16,hybrid,11.31698123368553,11.425779064560238,18.462298437247878,13.897285153702091,11.726558685302734,11.726558685302734,11.726558685302734,XGBoost
16,hybrid,35.447779055736426,11.31698123368553,19.38314928540248,13.888510862327912,15.376668930053711,15.376668930053711,15.376668930053711,XGBoost
16,hybrid,31.74484507439704,35.447779055736426,29.280344797393553,24.61767681928167,37.143150329589844,37.143150329589844,37.143150329589844,XGBoost
16,hybrid,26.888055081464543,31.74484507439704,26.423453483652086,25.78374981958534,31.34787368774414,31.34787368774414,31.34787368774414,XGBoost
16,hybrid,19.814535578577505,26.888055081464543,22.220801211164,20.338216149921706,25.970460891723633,25.970460891723633,25.970460891723633,XGBoost
16,hybrid,21.07117795765818,19.814535578577505,17.318020342252424,15.309034974503673,20.433317184448242,20.433317184448242,20.433317184448242,XGBoost
16,hybrid,22.305413308289218,21.07117795765818,16.927012190898704,16.935797497828375,20.935436248779297,20.935436248779297,20.935436248779297,XGBoost
16,hybrid,20.667810493759216,22.305413308289218,17.821299893138814,18.26375830517548,20.255773544311523,20.255773544311523,20.255773544311523,XGBoost
16,hybrid,37.81371069934542,20.667810493759216,17.87387349526342,17.797496195262344,15.060124397277832,15.060124397277832,15.060124397277832,XGBoost
16,hybrid,17.554617468009624,37.81371069934542,25.386885239434765,29.007805764568438,21.023103713989258,21.023103713989258,21.023103713989258,XGBoost
16,hybrid,14.256393754320841,17.554617468009624,15.957750192885797,14.806784808405478,14.772886276245117,14.772886276245117,14.772886276245117,XGBoost
